Rank,Family Name,Given Name,Nationality,Time,Date,Location,Event,Gender,Year,Distance
98,Roger,Antoine,CAN,"1.10,31",2019-01-05,Calgary (CAN),Canada Cup #2,m,2018,1000
99,Deelstra,Niek,NED,"1.10,35",2018-11-04,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,1000
100,Kojima,Ryota,JPN,"1.10,36",2018-12-29,Obihiro (JPN),Japan - Sprint Championships 2019,m,2018,1000
100,Ulekleiv,Kristian Gamme,NOR,"1.10,36",2019-03-17,Stavanger (NOR),uEgo Rekordløp,m,2018,1000
1,Nuis,Kjeld,NED,"1.40,17",2019-03-10,Salt Lake City (USA),ISU World Cup Final,m,2018,1500
2,Krol,Thomas,NED,"1.40,54",2019-03-10,Salt Lake City (USA),ISU World Cup Final,m,2018,1500
3,Yuskov,Denis,RUS,"1.41,49",2019-03-10,Salt Lake City (USA),ISU World Cup Final,m,2018,1500
4,Pedersen,Sverre Lunde,NOR,"1.42,39",2019-03-10,Salt Lake City (USA),ISU World Cup Final,m,2018,1500
5,Kim,Min-Seok,KOR,"1.42,54",2019-03-10,Salt Lake City (USA),ISU World Cup Final,m,2018,1500
6,Roest,Patrick,NED,"1.42,56",2019-03-10,Salt Lake City (USA),ISU World Cup Final,m,2018,1500
7,Johansson,Allan Dahl,NOR,"1.42,92",2019-03-10,Salt Lake City (USA),ISU World Cup Final,m,2018,1500
7,Mantia,Joey,USA,"1.42,92",2019-03-10,Salt Lake City (USA),ISU World Cup Final,m,2018,1500
9,Ichinohe,Seitaro,JPN,"1.43,54",2019-02-10,Inzell (GER),World Single Distances Championships 2019,m,2018,1500
10,Henriksen,Sindre,NOR,"1.43,75",2019-03-10,Salt Lake City (USA),ISU World Cup Final,m,2018,1500
11,Kramer,Sven,NED,"1.43,87",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
12,Howe,Connor,CAN,"1.44,16",2019-01-04,Calgary (CAN),Canada Cup #2,m,2018,1500
13,de Vries,Douwe,NED,"1.44,24",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
14,Ning,Zhongyan,CHN,"1.44,27",2019-02-10,Inzell (GER),World Single Distances Championships 2019,m,2018,1500
15,Gélinas-Beaulieu,Antoine,CAN,"1.44,93",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
15,Trofimov,Sergey,RUS,"1.44,93",2019-03-10,Salt Lake City (USA),ISU World Cup Final,m,2018,1500
17,Swings,Bart,BEL,"1.44,96",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
18,Langelaar,Tyson,CAN,"1.44,98",2019-01-04,Calgary (CAN),Canada Cup #2,m,2018,1500
19,Wenger,Livio,SUI,"1.45,04",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
20,Yamada,Masaya,JPN,"1.45,06",2018-12-15,Heerenveen (NED),ISU World Cup,m,2018,1500
21,Bøkko,Håvard,NOR,"1.45,07",2019-03-10,Salt Lake City (USA),ISU World Cup Final,m,2018,1500
22,La Rue,David,CAN,"1.45,20",2018-10-23,Calgary (CAN),Canada - Single Distances Championships 2019,m,2018,1500
23,Silovs,Haralds,LAT,"1.45,24",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
24,Oda,Takuro,JPN,"1.45,42",2019-02-10,Inzell (GER),World Single Distances Championships 2019,m,2018,1500
25,Tsuchiya,Riku,JPN,"1.45,44",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
26,Bosker,Marcel,NED,"1.45,74",2019-01-27,Heerenveen (NED),Netherlands - Allround Championships 2019,m,2018,1500
27,Vosté,Mathias,BEL,"1.45,89",2019-02-10,Inzell (GER),World Single Distances Championships 2019,m,2018,1500
28,Neufeld,Jess,CAN,"1.45,99",2019-03-17,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,1500
29,Bloemen,Ted-Jan,CAN,"1.46,03",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
30,Nagy,Konrád,HUN,"1.46,09",2019-01-25,Calgary (CAN),Canada Cup #3,m,2018,1500
31,Kondo,Taro,JPN,"1.46,18",2019-02-15,Nagano (JPN),17th M-Wave Competition,m,2018,1500
32,Mayeur,Hayden,CAN,"1.46,23",2018-12-02,Calgary (CAN),CanAm International,m,2018,1500
33,Beckert,Patrick,GER,"1.46,24",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
34,Dijs,Wesly,NED,"1.46,35",2018-12-29,Heerenveen (NED),Netherlands - Single Distances Championships 2019,m,2018,1500
35,Giovannini,Andrea,ITA,"1.46,36",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
36,Kim,Jin-Su,KOR,"1.46,52",2018-12-15,Heerenveen (NED),ISU World Cup,m,2018,1500
37,Gryaztsov,Sergey,RUS,"1.46,54",2019-02-10,Inzell (GER),World Single Distances Championships 2019,m,2018,1500
38,Weidemann,Jake,CAN,"1.46,57",2019-01-25,Calgary (CAN),Canada Cup #3,m,2018,1500
39,Tsuchiya,Ryosuke,JPN,"1.46,68",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
40,Belchos,Jordan,CAN,"1.46,69",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
41,Miwa,Junya,JPN,"1.46,85",2019-02-03,Hamar (NOR),ISU World Cup,m,2018,1500
42,Haugli,Magnus Bakken,NOR,"1.46,90",2019-03-17,Stavanger (NOR),uEgo Rekordløp,m,2018,1500
43,Bródka,Zbigniew,POL,"1.46,92",2019-02-10,Inzell (GER),World Single Distances Championships 2019,m,2018,1500
44,Betti,Francesco,ITA,"1.46,98",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
45,Donnelly,Benjamin,CAN,"1.47,03",2019-03-17,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,1500
46,Mann,Lukas,GER,"1.47,07",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
47,Williamson,Shane,JPN,"1.47,08",2018-10-28,Nagano (JPN),Japan - Single Distances Championships 2019,m,2018,1500
48,Wu,Yu,CHN,"1.47,12",2018-12-02,Calgary (CAN),CanAm International,m,2018,1500
49,Engebråten,Hallgeir,NOR,"1.47,24",2019-03-17,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,1500
50,Oh,Hyun-Min,KOR,"1.47,29",2018-09-23,Calgary (CAN),Fall Classic 2018,m,2018,1500
51,Klenko,Alexandr,KAZ,"1.47,38",2019-03-17,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,1500
52,Stelly,Justin,USA,"1.47,42",2019-03-17,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,1500
53,Kim,Cheol-Min,KOR,"1.47,44",2018-09-23,Calgary (CAN),Fall Classic 2018,m,2018,1500
53,Wang,Shiwei,CHN,"1.47,44",2018-12-02,Calgary (CAN),CanAm International,m,2018,1500
55,Takada,Mamoru,JPN,"1.47,45",2018-09-23,Calgary (CAN),Fall Classic 2018,m,2018,1500
56,Esders,Gijs,NED,"1.47,48",2018-12-29,Heerenveen (NED),Netherlands - Single Distances Championships 2019,m,2018,1500
56,Muller,Kaleb,CAN,"1.47,48",2019-01-04,Calgary (CAN),Canada Cup #2,m,2018,1500
58,Lobas,Victor,RUS,"1.47,50",2018-10-25,Kolomna,Russia - Single Distances Championships 2019,m,2018,1500
59,Ulekleiv,Kristian Gamme,NOR,"1.47,51",2019-03-16,Stavanger (NOR),uEgo Rekordløp,m,2018,1500
60,Huizinga,Chris,NED,"1.47,52",2019-01-27,Heerenveen (NED),Netherlands - Allround Championships 2019,m,2018,1500
60,Dufter,Joel,GER,"1.47,52",2019-02-10,Inzell (GER),World Single Distances Championships 2019,m,2018,1500
62,Gras,Manuel,GER,"1.47,53",2018-11-03,Inzell (GER),Germany - Single Distances Championships 2019,m,2018,1500
62,Gavrilov,Demyan,KAZ,"1.47,53",2019-03-17,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,1500
64,Cepuran,Ethan,USA,"1.47,55",2019-03-17,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,1500
65,Kulizhnikov,Pavel,RUS,"1.47,59",2018-10-13,Kolomna,Russia Cup,m,2018,1500
66,Hollaar,Louis,NED,"1.47,65",2018-11-03,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,1500
67,Deckert,Sam,CAN,"1.47,72",2019-01-04,Calgary (CAN),Canada Cup #2,m,2018,1500
68,Morozov,Dmitry,KAZ,"1.47,82",2019-03-17,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,1500
69,Trentini,Alessio,ITA,"1.47,91",2019-02-10,Inzell (GER),World Single Distances Championships 2019,m,2018,1500
70,de Boer,Tjerk,NED,"1.47,92",2019-01-27,Heerenveen (NED),Netherlands - Allround Championships 2019,m,2018,1500
71,Fiola,Christopher,CAN,"1.47,94",2019-03-17,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,1500
72,Semerikov,Danila,RUS,"1.47,96",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
73,Snel,Tijmen,NED,"1.47,97",2019-01-27,Heerenveen (NED),Netherlands - Allround Championships 2019,m,2018,1500
74,Beliaev,Daniil,RUS,"1.48,05",2019-02-03,Hamar (NOR),ISU World Cup,m,2018,1500
75,Alemasi,Kahanbai,CHN,"1.48,06",2018-09-08,Calgary (CAN),Time Trials,m,2018,1500
75,Chshigolev,Vitaliy,KAZ,"1.48,06",2019-03-17,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,1500
77,Shkolin,Egor,RUS,"1.48,08",2019-03-01,Moscow,Russia Cup Final,m,2018,1500
78,van Dobbenburgh,Joost,NED,"1.48,10",2019-03-17,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,1500
79,Żurek,Damian,POL,"1.48,11",2019-03-10,Calgary (CAN),Grand Prix 2019,m,2018,1500
80,Ma,Xinxuan,CHN,"1.48,14",2019-02-15,Urumqi (CHN),China National League Final,m,2018,1500
80,Xu,Fu,CHN,"1.48,14",2019-03-17,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,1500
82,Jin,Yanan,CHN,"1.48,16",2018-09-08,Calgary (CAN),Time Trials,m,2018,1500
82,de Vos,Jos,NED,"1.48,16",2018-11-03,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,1500
82,Quinn,Ian,USA,"1.48,16",2018-12-30,Salt Lake City (USA),USA - Long Track Championships 2019,m,2018,1500
85,Koksharov,Mikhail,RUS,"1.48,17",2018-10-13,Kolomna,Russia Cup,m,2018,1500
85,Velema,Lennart,NED,"1.48,17",2018-10-20,Inzell (GER),International Race,m,2018,1500
87,Tai,Wei-Lin,TPE,"1.48,18",2019-01-19,Salt Lake City (USA),Utah Olympic Oval Race #4,m,2018,1500
88,Nilsen,Simen Spieler,NOR,"1.48,21",2018-12-15,Heerenveen (NED),ISU World Cup,m,2018,1500
89,Podolskii,Aleksandr,RUS,"1.48,26",2019-03-01,Moscow,Russia Cup Final,m,2018,1500
90,Jean,Olivier,CAN,"1.48,29",2018-10-23,Calgary (CAN),Canada - Single Distances Championships 2019,m,2018,1500
90,Thorup,Viktor Hald,DEN,"1.48,29",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,1500
92,Kazelin,Mikhail,RUS,"1.48,40",2018-10-25,Kolomna,Russia - Single Distances Championships 2019,m,2018,1500
92,Geerdinck,Thomas,NED,"1.48,40",2019-01-27,Heerenveen (NED),Netherlands - Allround Championships 2019,m,2018,1500
92,Matsui,Yamato,JPN,"1.48,40",2019-02-15,Nagano (JPN),17th M-Wave Competition,m,2018,1500
95,Schipper,Pim,NED,"1.48,41",2018-11-03,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,1500
96,Marcotte,Hubert,CAN,"1.48,45",2019-03-17,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,1500
97,Kozlov,Mikhail,RUS,"1.48,50",2018-10-13,Kolomna,Russia Cup,m,2018,1500
97,Lorentzen,Håvard Holmefjord,NOR,"1.48,50",2018-11-03,Hamar (NOR),Norway - Single Distances Championships 2019,m,2018,1500
97,Grob,Oliver,SUI,"1.48,50",2019-03-17,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,1500
100,Nakamura,Shota,JPN,"1.48,59",2018-10-28,Nagano (JPN),Japan - Single Distances Championships 2019,m,2018,1500
1,Roest,Patrick,NED,"6.03,70",2019-03-09,Salt Lake City (USA),ISU World Cup Final,m,2018,5000
2,Pedersen,Sverre Lunde,NOR,"6.07,16",2019-02-07,Inzell (GER),World Single Distances Championships 2019,m,2018,5000
3,Kramer,Sven,NED,"6.08,83",2019-03-02,Calgary (CAN),World Allround Championships 2019,m,2018,5000
4,Bosker,Marcel,NED,"6.08,90",2019-03-09,Salt Lake City (USA),ISU World Cup Final,m,2018,5000
5,Semerikov,Danila,RUS,"6.08,96",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
6,Bloemen,Ted-Jan,CAN,"6.09,64",2019-03-09,Salt Lake City (USA),ISU World Cup Final,m,2018,5000
7,Rumyantsev,Alexander,RUS,"6.10,78",2019-03-09,Salt Lake City (USA),ISU World Cup Final,m,2018,5000
8,Bergsma,Jorrit,NED,"6.12,16",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
9,de Vries,Douwe,NED,"6.12,47",2019-01-26,Heerenveen (NED),Netherlands - Allround Championships 2019,m,2018,5000
10,Beckert,Patrick,GER,"6.13,33",2019-03-09,Salt Lake City (USA),ISU World Cup Final,m,2018,5000
11,Belchos,Jordan,CAN,"6.13,39",2019-03-09,Salt Lake City (USA),ISU World Cup Final,m,2018,5000
12,Trofimov,Sergey,RUS,"6.14,66",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
13,Michael,Peter,NZL,"6.16,41",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
14,Tsuchiya,Ryosuke,JPN,"6.17,64",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
15,Thorup,Viktor Hald,DEN,"6.18,25",2019-03-02,Calgary (CAN),World Allround Championships 2019,m,2018,5000
16,Swings,Bart,BEL,"6.18,46",2019-03-09,Salt Lake City (USA),ISU World Cup Final,m,2018,5000
17,Ghiotto,Davide,ITA,"6.19,47",2019-02-07,Inzell (GER),World Single Distances Championships 2019,m,2018,5000
18,Morozov,Dmitry,KAZ,"6.19,63",2019-03-15,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,5000
19,Ichinohe,Seitaro,JPN,"6.19,99",2018-10-19,Nagano (JPN),Japan Cup 1,m,2018,5000
20,Bøkko,Håvard,NOR,"6.20,81",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
21,Giovannini,Andrea,ITA,"6.20,89",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
22,de Vos,Jos,NED,"6.21,10",2018-10-06,Heerenveen (NED),Trainingswedstrijd KNSB- en Topteams,m,2018,5000
23,Schouten,Simon,NED,"6.21,44",2018-11-02,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,5000
24,Zakharov,Ruslan,RUS,"6.21,66",2018-11-18,Obihiro (JPN),ISU World Cup,m,2018,5000
25,Malfatti,Michele,ITA,"6.21,70",2018-10-20,Inzell (GER),International Race,m,2018,5000
26,Kooiman,Erik Jan,NED,"6.21,74",2018-11-02,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,5000
27,Haugli,Magnus Bakken,NOR,"6.21,79",2019-03-16,Stavanger (NOR),uEgo Rekordløp,m,2018,5000
28,Wenger,Livio,SUI,"6.22,00",2019-03-02,Calgary (CAN),World Allround Championships 2019,m,2018,5000
29,Jansman,Kars,NED,"6.22,02",2018-11-02,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,5000
30,Fish,Graeme,CAN,"6.22,30",2019-03-15,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,5000
31,Mikhailov,Vitaly,BLR,"6.23,04",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
32,Talsma,Marwin,NED,"6.23,06",2018-10-20,Inzell (GER),International Race,m,2018,5000
33,de Vries,Bob,NED,"6.23,27",2018-12-28,Heerenveen (NED),Netherlands - Single Distances Championships 2019,m,2018,5000
34,Huizinga,Chris,NED,"6.24,28",2019-01-26,Heerenveen (NED),Netherlands - Allround Championships 2019,m,2018,5000
35,Nilsen,Simen Spieler,NOR,"6.24,78",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
36,Silovs,Haralds,LAT,"6.24,80",2019-03-02,Calgary (CAN),World Allround Championships 2019,m,2018,5000
37,Henriksen,Sindre,NOR,"6.24,93",2018-11-18,Obihiro (JPN),ISU World Cup,m,2018,5000
38,Muller,Kaleb,CAN,"6.25,23",2019-01-26,Calgary (CAN),Canada Cup #3,m,2018,5000
39,Maly,Felix,GER,"6.25,61",2018-11-02,Inzell (GER),Germany - Single Distances Championships 2019,m,2018,5000
40,Stoltenborg,Mats,NED,"6.25,94",2018-10-06,Inzell (GER),International Race,m,2018,5000
41,Mayeur,Hayden,CAN,"6.26,01",2019-03-15,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,5000
42,Ariëns,Crispijn,NED,"6.26,10",2018-10-13,Heerenveen (NED),Trainingswedstrijd KNSB- en Topteams,m,2018,5000
43,Tsuchiya,Riku,JPN,"6.26,12",2019-03-02,Calgary (CAN),World Allround Championships 2019,m,2018,5000
44,de Vries,Bart,NED,"6.26,64",2018-12-28,Heerenveen (NED),Netherlands - Single Distances Championships 2019,m,2018,5000
45,Chshigolev,Vitaliy,KAZ,"6.26,84",2019-03-15,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,5000
46,Druszkiewicz,Sebastian,CZE,"6.26,88",2018-10-27,Inzell (GER),International Race,m,2018,5000
47,Liu,Yiming,CHN,"6.27,27",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
48,Stroetinga,Arjan,NED,"6.27,47",2018-11-02,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,5000
48,Um,Cheon-Ho,KOR,"6.27,47",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
50,Schouten,Remco,NED,"6.27,50",2018-11-02,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,5000
51,Quinn,Ian,USA,"6.27,59",2019-03-15,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,5000
52,Gryaztsov,Sergey,RUS,"6.27,94",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
52,Engebråten,Hallgeir,NOR,"6.27,94",2019-03-15,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,5000
54,Geerdinck,Thomas,NED,"6.28,14",2018-11-02,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,5000
55,Cepuran,Ethan,USA,"6.28,19",2019-03-15,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,5000
56,Langelaar,Tyson,CAN,"6.28,79",2018-11-30,Calgary (CAN),CanAm International,m,2018,5000
57,Gélinas-Beaulieu,Antoine,CAN,"6.28,95",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
58,Obayashi,Masahito,JPN,"6.28,99",2018-10-26,Nagano (JPN),Japan - Single Distances Championships 2019,m,2018,5000
59,Ito,Takahiro,JPN,"6.29,09",2018-12-25,Obihiro (JPN),Japan - Allround Championships 2019,m,2018,5000
60,Sinitsyn,Danil,RUS,"6.29,21",2018-12-28,Kolomna,Boris I. Shavyrin Memorial,m,2018,5000
61,Næss,Ole Bjørnsmoen,NOR,"6.29,51",2018-10-13,Inzell (GER),International Season Opening,m,2018,5000
62,Mol,Bart,NED,"6.29,57",2018-11-02,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,5000
62,Weidemann,Jake,CAN,"6.29,57",2018-11-30,Calgary (CAN),CanAm International,m,2018,5000
64,Bugari,Riccardo,ITA,"6.29,68",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
65,Dijkstra,Lex,NED,"6.30,51",2018-11-02,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,5000
66,Shen,Hanyang,CHN,"6.30,63",2019-03-15,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,5000
67,Hoogeveen,Jouke,NED,"6.30,94",2018-10-29,Heerenveen (NED),Gewestelijke Wedstrijd A-Jun. en Ouder,m,2018,5000
68,Chung,Jae-Won,KOR,"6.31,74",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
69,Post,Robert,NED,"6.31,75",2018-10-06,Inzell (GER),International Race,m,2018,5000
70,Lee,Jin-Yeong,KOR,"6.32,13",2018-12-16,Heerenveen (NED),ISU World Cup,m,2018,5000
71,van Ham,Marcel,NED,"6.32,71",2018-11-02,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,5000
72,Howe,Connor,CAN,"6.32,89",2019-03-15,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,5000
73,Wójcik,Patryk,POL,"6.33,18",2018-10-06,Inzell (GER),International Race,m,2018,5000
74,Hollaar,Louis,NED,"6.33,48",2019-01-26,Heerenveen (NED),Netherlands - Allround Championships 2019,m,2018,5000
75,Yu,Jiawei,CHN,"6.33,54",2019-03-15,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,5000
76,Ogawa,Takuro,JPN,"6.33,70",2018-10-19,Nagano (JPN),Japan Cup 1,m,2018,5000
77,Konyshev,Valerij,RUS,"6.34,12",2018-12-28,Kolomna,Boris I. Shavyrin Memorial,m,2018,5000
78,van der Tuin,Marco,NED,"6.34,20",2018-10-29,Heerenveen (NED),Gewestelijke Wedstrijd A-Jun. en Ouder,m,2018,5000
79,de Boer,Tjerk,NED,"6.34,38",2019-01-26,Heerenveen (NED),Netherlands - Allround Championships 2019,m,2018,5000
80,Johansson,Allan Dahl,NOR,"6.34,64",2018-11-18,Obihiro (JPN),ISU World Cup,m,2018,5000
81,Petzold,Fridtjof,GER,"6.34,91",2019-02-03,Berlin (GER),ÜWK,m,2018,5000
82,Stangeland,Vetle,NOR,"6.34,93",2019-03-16,Stavanger (NOR),uEgo Rekordløp,m,2018,5000
83,Betti,Francesco,ITA,"6.34,97",2019-03-02,Calgary (CAN),World Allround Championships 2019,m,2018,5000
84,Krøyer,Runar Njåtun,NOR,"6.34,98",2019-03-16,Stavanger (NOR),uEgo Rekordløp,m,2018,5000
85,Yunin,Yegor,RUS,"6.35,15",2018-10-26,Kolomna,Russia - Single Distances Championships 2019,m,2018,5000
86,Dawson,Casey,USA,"6.35,28",2019-03-15,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,5000
87,Gavrilov,Demyan,KAZ,"6.35,31",2019-03-15,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,5000
88,Ulekleiv,Kristian Gamme,NOR,"6.35,40",2019-02-01,Hamar (NOR),ISU World Cup,m,2018,5000
89,Wielgat,Adrian,POL,"6.35,61",2019-02-23,Inzell (GER),International Race,m,2018,5000
90,Wu,Yu,CHN,"6.35,66",2018-11-30,Calgary (CAN),CanAm International,m,2018,5000
91,Niero,Daniel,ITA,"6.35,87",2018-10-20,Inzell (GER),International Race,m,2018,5000
92,Mann,Lukas,GER,"6.35,92",2019-02-03,Berlin (GER),Germany - Junior A/B Championships 2019,m,2018,5000
93,Stelly,Justin,USA,"6.36,03",2019-03-15,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,5000
94,Seryaev,Yevgeny,RUS,"6.36,20",2018-12-28,Kolomna,Boris I. Shavyrin Memorial,m,2018,5000
95,Whyte,Josh,NZL,"6.36,37",2018-10-27,Inzell (GER),International Race,m,2018,5000
96,Zakharov,Timur,RUS,"6.36,65",2018-12-28,Kolomna,Boris I. Shavyrin Memorial,m,2018,5000
97,Shkolin,Egor,RUS,"6.36,90",2018-10-26,Kolomna,Russia - Single Distances Championships 2019,m,2018,5000
98,Palka,Szymon,POL,"6.37,03",2019-02-23,Inzell (GER),International Race,m,2018,5000
99,Arito,Motonaga,JPN,"6.37,34",2019-02-24,Obihiro (JPN),9th National High School Selection,m,2018,5000
100,Loubineaud,Timothy,FRA,"6.37,38",2019-02-16,Inzell (GER),International Race,m,2018,5000
1,Bloemen,Ted-Jan,CAN,"12.42,30",2019-03-16,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,10000
2,Bergsma,Jorrit,NED,"12.43,70",2018-12-30,Heerenveen (NED),Netherlands - Single Distances Championships 2019,m,2018,10000
3,Roest,Patrick,NED,"12.47,89",2018-11-04,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,10000
4,Belchos,Jordan,CAN,"12.50,31",2019-03-16,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,10000
5,de Vries,Douwe,NED,"12.55,10",2019-01-27,Heerenveen (NED),Netherlands - Allround Championships 2019,m,2018,10000
6,Pedersen,Sverre Lunde,NOR,"12.56,91",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,10000
7,Beckert,Patrick,GER,"12.57,40",2019-02-09,Inzell (GER),World Single Distances Championships 2019,m,2018,10000
7,Semerikov,Danila,RUS,"12.57,40",2019-02-09,Inzell (GER),World Single Distances Championships 2019,m,2018,10000
9,Rumyantsev,Alexander,RUS,"12.57,92",2019-02-09,Inzell (GER),World Single Distances Championships 2019,m,2018,10000
10,Fish,Graeme,CAN,"12.59,27",2019-03-16,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,10000
11,Kramer,Sven,NED,"13.00,93",2019-03-03,Calgary (CAN),World Allround Championships 2019,m,2018,10000
12,Jansman,Kars,NED,"13.01,73",2018-11-04,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,10000
13,Schouten,Simon,NED,"13.03,86",2018-11-04,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,10000
14,Morozov,Dmitry,KAZ,"13.03,94",2019-03-16,Calgary (CAN),Olympic Oval Finale - Canada Cup 4,m,2018,10000
15,Ghiotto,Davide,ITA,"13.04,49",2019-02-09,Inzell (GER),World Single Distances Championships 2019,m,2018,10000
16,Hoogeveen,Jouke,NED,"13.05,63",2018-11-04,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,10000
17,de Vries,Bob,NED,"13.06,21",2018-12-30,Heerenveen (NED),Netherlands - Single Distances Championships 2019,m,2018,10000
18,Stoltenborg,Mats,NED,"13.07,88",2018-12-30,Heerenveen (NED),Netherlands - Single Distances Championships 2019,m,2018,10000
19,Bosker,Marcel,NED,"13.09,17",2018-11-04,Heerenveen (NED),World Cup Kwalificatietoernooi,m,2018,10000
